essay_id_comp,judge_score
0726FFE208DE,4
0730ACD2E23E,3
07397A3E9D8D,4
073F001C3DAB,5
0741F0C1D776,5
07555937FA5D,4
0756FE811833,3
075952A15F65,4
075ACD93F7FA,4
076391C8B532,4
076C80C8D6FD,4
076D21D61C04,3
076DBAE9AA98,3
076FE42102A1,3
077B2A708101,4
077CBD1D991B,5
0780999D8532,4
07881BC0DDB9,4
078FCB89177B,4
07970BC175FC,4
0797349D7D61,3
079FDB42E429,4
07A023BE2629,4
07A88E52FC70,4
07AB5218B889,4
07BDA9A96A77,3
07C3B59F13B0,4
07C49C9E6178,4
07C6BB6ADA38,3
07C7A31386A0,3
07CC30055043,4
07CE3E0B4129,4
07CF059A90F6,4
07D52443B420,5
07DD81C2D396,4
07DEAD316EFB,5
07E3AD494BC0,4
07E503B34962,3
07E9F8609AC6,3
07EA2B30D5B6,3
0802AEA16E9F,5
080E2CA04B67,4
080EC4BBF650,4
0814426B27DF,3
081C66256B98,4
081F2D862A89,4
0825571D1A47,4
082598CC8955,3
082E19093947,4
083555B77983,4
0839B4ACC2AF,4
0843E8886EC2,3
08479124D1C4,3
08482C3DA43A,3
084898C37A44,4
084A87B3B853,3
08530C01BCFB,4
08584DAB22EB,3
085AF5011C2E,3
086603D5B319,3
086D6343AB33,4
0872DEBC7F18,3
087B943BBF9C,3
087E56206FE1,4
087F3F05712B,3
08855915B1F3,3
0886711ECD4E,4
088C5E1694FB,3
088CB85E5B7A,5
088FCB397B74,4
08904A41504E,5
0891D4A76005,3
089CDCA504A1,4
089DE1EB8CAF,4
089F4D797A5E,4
08A03F44195D,3
08A9CC07474D,4
08B72DCFD859,3
08B9D254FD4C,3
08BFFA9AD871,3
08C05F2480E4,3
08C34A980940,4
08CE03D82736,4
08D32CC20CAD,4
08D6D5B01824,3
08D8F3EF3B08,4
08F8BF983C64,4
08FBED9A66DA,3
08FC0154E0EF,3
09035E72A3AE,3
0910E011143F,4
091522181D61,4
093403D63CA6,3
093BD0824B7E,5
093F76C75A93,4
0949D328CAC8,3
09537221A5ED,5
095595DDF4AC,3
0959BDBD0FB4,4
095D057ACAD7,4
095F6D0A8377,4
09618943A295,4
09621E6AE55D,4
0971823179F9,4
09770DECD26C,4
097BDC9D09D2,4
097FE8053507,3
0982C9F47D30,3
0982DD0EB8E5,3
0982F748C034,4
0985602832CD,3
098FA5D40CF6,4
09935EBDBB7C,4
099764B21768,4
099773A903CD,3
09978094D17C,3
09A5C0911124,3
09AA28BBE192,4
09AA7375FE64,4
09ABE1DE8537,3
09ADB0629CD0,4
09AE5FE4E4D9,5
09C0C3EFC66E,3
09C47605F3D6,3
09C8F49982B9,3
09CC8EB90437,3
09E2F282EC82,5
09ECF76CBD3C,3
09F032EC5F21,3
09F1FC4F0F47,3
09F294EFAFC2,4
0A082DA0A890,3
0A0B289272ED,4
0A23334002E0,3
0A259B8AA9B2,4
0A273CDFC416,5
0A2A6855DE4F,3
0A2EE9B6BF75,4
0A373C01EAD7,4
0A3818A64CF5,3
0A43A08B43DA,4
0A4A60D36D7F,3
0A57811CB8A2,2
0A591A9C5A7F,4
0A5B8761B187,2
0A5BA91AA8B5,3
0A5FBB44DC50,3
0A6324CE9AD0,4
0A66AD23400E,4
0A67029FA17C,3
0A6BC5C6C8D3,4
0A6C0B6D3925,3
0A7A8F866208,3
0A7EE102DFCB,4
0A821CBEEBB1,5
0AA2CC0ED760,4
0AA8E5C89F0F,4
0ABAB1A72BD6,3
0ABE27218D9C,4
0AC49CE1A516,4
0AC92FABBDEF,3
0AD49DAA4C83,3
0AD69388300B,4
0ADBB145FC2C,3
0AE484ECECE6,4
0AE4F7182044,3
0AF19FB6EFB5,4
0AF71A83C114,4
0AF80C04491F,2
0AFAD06336F3,3
0B084590D876,4
0B0A72BE66A0,4
0B14040A5B27,4
0B25AA5D6644,4
0B2C0C1833BF,2
0B3BA24EAF48,4
0B4FAC7A4A8B,3
0B59FE37329D,3
0B5BC07C6E03,3
0B5BFD4E5904,3
0B64C3347CCA,4
0B720B5EA0E9,4
0B7832DC2556,4
0B83D59D898C,3
0B858FF5C4C0,3
0B88C91C0403,4
0B8F67C0A3A1,4
0B994B3916FB,5
0B998187123D,4
0B9CE8AC36DD,4
0B9F19D6B713,3
0BA3163D4609,4
0BA416865EFD,5
0BA5506F91C5,3
0BA5EF441ADD,3
0BAA5F009116,4
0BAF08001514,3
0BB223A348F6,4
0BB4037BFB98,4
0BC016A285DC,3
0BC2CAE08FDF,3
0BC2D988CA5D,3
0BC531D9A1FD,3
0BCA18283DBE,5
0BCB61C92C49,4
0BCBCD2D4FEA,4
0BCF9505A354,4
0BDADA3AFF77,3
0BE21117EB3D,3
0BE6935B5A54,4
0BEB59F1FC9F,4
0BF56A2681D3,3
0BF6D9E2CAFF,4
0BF9E22B7981,4
0BFAE39E5020,4
0C02DB524F25,4
0C06B988433C,5
0C085229F46A,4
0C0DECDCFD52,3
0C1372F878A8,3
0C1A8B5D2903,4
0C1BFE5E9F69,3
0C216F2C365B,3
0C235A04EC44,4
0C25854E9900,4
0C2F4FE7BAB4,5
0C386AFA6EB4,3
0C3BBDB91972,4
0C40CA84544C,4
0C4ADE185903,3
0C5456B41BD0,3
0C57E7728900,3
0C636735B18E,4
0C636C7DADB4,4
0C67F1A5230C,4
0C699C871AA5,3
0C751C31DE85,3
0C7C06A6D656,3
0C80AA2C816D,4
0C82FD59BA0B,5
0C88519C4C03,3
0C9C3B277852,4
0C9DF15EB6EA,3
0CA02601D5C5,5
0CA6C4864708,3
0CAB1510D416,4
0CAC184297FF,3
0CAF8CEA967C,4
0CB2758A3289,4
0CB3A4D9ABF9,5
0CB3CA3672E2,4
0CB7BE27C466,2
0CC7CB437B4C,4
0CDA737BEA89,4
0CDCBCF07C6D,4
0CDCC84B9EA9,4
0CE2B34B05CB,3
0CE521F8D172,3
0CE6E6BF8EA4,4
0CF046E953FB,3
0CF568439ADB,4
0CF61A389E37,3
0CFDDC1CF75A,2
0D0BB94FCCFA,5
0D1493FDAAD3,4
0D18BDF22C59,4
0D1951E5DA3E,4
0D1B0AE68DC6,5
0D1CB28776D2,4
0D221F0798ED,4
0D29A98FE8FB,4
0D32A07A3986,3
0D34832378C0,2
0D3737E9F443,5
0D57449ADB7E,3
0D6549D2F364,4
0D6A0F3CE1CD,3
0D6D92C4EAC4,4
0D6EAC137920,4
0D6F5D6E2E77,4
0D788E8BDADB,3
0D794A60E418,4
0D7E8A53C9B7,4
0D8E321A9415,4
0D9011021C2B,3
0D91FC8A9FE7,4
0D944DDF9492,4
0D983D66364A,3
0DA533FE0FB1,4
0DAD662B1782,4
0DB1509D2CDB,3
0DB1CE0764E9,4
0DB421BA1BFD,5
0DBDA28DA968,4
0DBEBB0EED72,4
0DC26D7994A7,4
0DC3194D5EDE,4
0DD088792AA7,4
0DD93F825FD7,4
0DE08F4053C5,4
0DE4BFD7B94A,4
0DE6D016C7FC,3
0DEA400FB9F8,4
0DEAB57A504B,4
0DEB291B21FA,3
0DF0F6199BD0,4
0DF2006FC8F1,3
0DF2DA5C58FA,5
0DF3E1BC7D04,4
0E07647BBC59,3
0E0ED6AD074D,4
0E1251EF8544,3
0E24F08F16D5,4
0E24F8C90CFB,4
0E3AC9BFA07C,5
0E40A58A09D7,3
0E5278E12B82,3
0E5434B8EA66,4
0E5FA083E123,4
0E6A84091310,4
0E6ADE74D132,4
0E6BB199BF93,3
0E6C3C2133C4,4
0E848AA38DB7,3
0E89829FDE70,4
0E8CB55193E3,4
0E8CBECB7CCB,4
0E976DD14859,4
0E9A166C4B67,4
0E9A98725D87,4
0E9E596A69D0,5
0EA2F253563A,5
0EA59AC549C4,4
0EA67D518E94,4
0EAB0E4FC56C,3
0EB16BF9C6D8,4
0EB3DD3D4789,4
0EB68912667C,3
0EBA0162ABBB,4
0EBE92AFBD97,3
0EC6CB60A702,5
0EDBF71D5CF6,3
0EE6F614F2F0,4
0EE9980F4C4B,4
0EF272634FEE,3
0EF6C038DD32,4
0EFDADD0CCD9,5
0F0813F0146A,4
0F13AFF35C0C,4
0F1439303944,4
0F14FEA19E2A,3
0F1A6DA7027E,3
0F1F7F935A01,4
0F2720F5FBED,5
0F2D20318CBE,4
0F2D3B9FDD3A,4
0F2E9FA7DAF4,4
0F2FAAC3EEA0,3
0F3877B7D800,4
0F38D6102C2C,3
0F3BCECF9901,5
0F5247051127,4
0F571C3502D3,3
0F62638EB677,4
0F659402E51B,5
0F6E3C622E7F,3
0F71E5F49E17,4
0F757049FA41,4
0F7862191BC4,4
0F787DD4A61A,4
0F7934223515,4
0F7DB6BD1AD5,3
0F7FEA47FA3E,4
0F89C0EE8981,3
0F8D99B7AC0F,4
0F92CE19A137,4
0F9E444C9DF7,4
0FA1E3CA3D73,4
0FA7BA9A1FB9,3
0FAA6C7B06C2,4
0FB0700DAF44,4
0FBAD334BACA,4
0FC32E083BDE,4
0FC3D22B2DB8,3
0FC97658A027,3
0FD256479257,4
0FD27A7C4257,4
0FD5B95A957D,4
0FDA6AC79713,4
0FDEE427FD46,3
0FE04DC094ED,4
0FE5C9C13E7A,4
0FE8DC0B8513,4
0FF049B01070,3
0FF781FB6050,4
0FFF13DC0B0C,3
1.02E+75,3
1.06395E+11,4
1.15E+48,4
1.32496E+11,4
1.61213E+11,5
1.67E+46,4
1000DD448EFE,3
10049349777A,4
1006FE578078,4
100AA438ECE8,4
10100E19E2C3,3
101256FB2FB2,4
1016199DA6FD,5
101C3E9B985D,5
10266FD6FA36,3
103CC3AA8F90,3
105A6ECC9A9E,3
105FBB463064,3
1067ADE80412,3
10738FAB1350,4
107F15C6D272,3
108363724F15,4
108C28958E5B,5
108CCC90A2FB,4
109421D070BF,5
1098BEDFB182,3
109A06A4FB60,4
10ABD322F49B,4
10ACBFAA9809,4
10B5AC99E165,5
10B79C092DE1,4
10C813389A74,3
10CE47991891,4
10D09AB4D6C7,5
10D1D5724C4A,3
10D7845FC5D4,3
10E1C7EDACB8,3
10E592ECBDB0,4
10E73EB00BA8,4
10E7A0414D14,3
10F4C4CDB76D,3
10F4FEDEF052,4
110CB433ACF7,3
1111D5CDB343,4
11168209A49C,3
111E90E1DB45,4
1125B1716D5E,4
1129201DC11C,3
112AA24D20BC,4
112ACF74B759,4
112B1760D112,4
112ECA514F8B,3
1135CD7FBE4F,4
1136D95D28E7,3
11393B68F12C,4
113942A18C27,3
115972ADCF50,4
1160237A1858,3
116209F5E812,3
11647A73E2B9,4
116A50DF4ADF,3
116D6C03549A,5
116ED6BCEA4E,3
1173D7C535A3,3
1175204C51AF,5
117FFA9B4B12,4
11854A885ED6,4
11862ECFA000,4
118C90DCC636,4
11A48AF9668D,3
11A680B3FB42,4
11B659A6D867,4
11BEB30F68EA,3
11C0555D3ACA,4
11C0D83F479E,4
11C1833E04B6,4
11C658295AC7,3
11CE345BAEF2,3
11D36CD1AC96,4
11DD0B26B584,4
11DE2050A727,4
11DF8476ED7F,4
11E1C6E089DF,3
11E3D2D8C85E,5
11F106935EDA,3
11F14A342E56,4
11F43325A858,4
11FCFBA42882,4
120174AE39B7,3
12118E6058A7,4
12135DEF3C3F,3
12156BA6D875,3
121AAD6AE49F,4
1226089D55CC,4
123722DA6464,3
123BBF5BAAED,4
124750B04447,4
1249AFEBB95D,4
124C24EE768C,4
124E04CB45B8,5
124EDC15E692,4
12660C832798,4
126747A179A8,4
1269B4FB7E6B,3
1271164467DA,3
127670CABA7C,3
12796C5A0480,2
127A60BC4DF2,4
127C44A70BAC,4
1284A423E338,4
1287FB93CF6F,4
129391F5ECBF,3
1294A6CEEAC5,3
1295E8C0327F,3
12988594D953,4
129C5DED720B,4
129E8C26C10D,4
12A49BF3B556,3
12AAF9C7C266,3
12BA7182FFC7,4
12BE2367222D,4
12C40C11C57C,3
12C4FDD062F3,3
12C580353B69,4
12C8DD7C074E,3
12CB536B6C39,3
12D86A369DBE,4
12E283B3F303,4
12F2A2D4AB24,3
12F3403879BF,3
12FEB57ECB4E,4
1300228ADAC3,3
1300CBEB1F39,5
1306DBD7573C,4
1308F5C3347E,4
130F9B6DCCF9,4
1313ADFE62C6,5
131D4EC3D03F,4
131DA85211F7,4
13224DF00A6A,5
13294E9A7CA1,4
13299580C8AD,4
133BA823C9DC,4
133BF9052FCA,5
133DA8BD32F9,3
13426BBB0EC2,5
13457D2F2557,4
13481B549329,4
13493E22AB5A,3
134BAA2D43CF,3
13502C406F65,4
13556F3D510C,4
1359D3CCD936,4
135F922187BC,4
1360BDCC0176,4
1365F7051B17,3
136B9BDB53E0,4
1377A50485F1,4
137BAE6EAA41,4
1385E7A90736,4
138BB07570E0,4
138F86B73F7D,4
13989868021A,4
139E760C6DEE,3
139FC472EA3E,3
13A30C894FAD,3
13A4CE233CDA,3
13AAAD860217,4
13AF1E268C99,5
13B3514D9E55,4
13B7179EB6D3,4
13B7ABDC0051,3
13B841D2BC21,3
13BC8BC3654E,3
13BD2F675384,3
13C271A7BB26,5
13CB8629B839,3
13CFDB110C7C,5
13D055D4F041,4
13D62898496F,4
13E62C937FCA,5
13E733243771,4
13F1DF1DB4DE,4
13F4CEEDDCBD,4
13FDCF58A955,4
14044A2FF1FC,3
1405831818EE,3
140781159BAD,3
14097CCF4030,4
14107BE4409C,4
14122B906E30,4
14125B6C50B8,4
1417CDA8D493,4
141A60AB7B0D,4
141CC621E949,3
1424DEF8AEA5,4
142BF0B5376A,4
143449132EAF,4
143881605B57,5
1440BFF921C4,4
1445C99DF53B,3
1449A333A335,4
14542AA79AA4,3
1461C0EEEE77,3
1463D1D9EC8F,4
146440EF28B8,3
146818D2FAF1,3
1469BBBDF3ED,4
146D260F5526,4
1484F69AB31E,4
1495BAF55143,4
149E8C278863,4
14C42742BD87,3
14CB51AFA416,3
14CBCA18C124,3
14CC75D0E9D0,3
14CD7481EF35,4
14D4B556B3A2,4
14D67698786D,3
14D6911BF51D,3
14DBFF7A7AD3,4
14DC8313ACDD,4
14DF107E8ADD,3
14E573422FEA,3
14E83FCCC2AF,5
14EA20764FD8,3
14EE006078C4,3
14F0D1DFE3B1,4
14F754342EA0,3
1509D8D81A10,3
150C879555C6,5
151645FFA225,3
151B0CD2ACE4,5
1523EEF201C4,3
15260AF98824,3
1529F615275D,3
152A4E283823,4
1536D4AC6501,3
153972503B34,4
15398FCF1379,4
1546CF3CFEEF,5
154DA8FC14D7,4
1553852F57B7,4
1556FDEA70E3,4
155918C91905,3
155CAAB3DC95,2
1566C25438D4,3
156E24130528,4
158096ED2561,3
158EDBD5EC25,4
1590FD8BEA8E,5
15912A718F26,4
159424F57C24,3
1596E1BA9983,4
159B993974F6,3
159C888039CA,5
159CB166349B,5
159D4CDA17B0,4
15B1386353B7,4
15B6AD38663B,4
15BDCD238E51,3
15C0E61BC1E5,4
15D3501518B0,5
15D68BD247CD,3
15DB03CB7A98,2
15DB2779EC7A,4
15E235D694BE,3
15E317EDD7A0,4
15E93D248649,3
15EAD0CC9F3D,5
15F20233CFA6,3
15F434699355,4
15F52C3B4580,3
15FD5B635B50,3
160060CC2418,4
16030592A7B7,3
160942A326B8,4
160B02D673E9,4
160C1321A536,4
160C8B8C0E64,4
160D4AE46A61,4
16206760663F,3
16255EBBB49B,3
1626F27A828F,4
16271A900F31,5
16482660AC91,3
1649A2246587,4
164E8B76D5D4,3
1655FBD1D22A,4
165BE1E22902,4
1669F1CC90D9,3
166A1383A90C,5
166AA098DBBB,4
166B8C946173,4
166CE6EE73AE,4
16759AEA250C,4
16760A114ACB,4
167AE151377D,3
167C0474C7F6,5
1681878C051A,3
1684BE6E2D54,4
168890CF840E,4
168E5BD0AECE,4
168FBD2247BA,4
169CCAB1500F,4
16A19F37921F,4
16A44AFEC63B,3
16AFB1342251,4
16B7CA362E71,4
16BC80DFCF74,3
16C808F5F642,5
16D1DCBC366E,4
16D2B327B978,5
16D3EFBE11FD,5
16DEF72E220A,3
16E17D54523A,3
16E4FB7A2BAF,4
16F34D94DC83,3
16F6DD028926,4
16F9A11EE38E,3
170444AD3129,5
17050101B707,5
1706A44CC656,4
17095E50E21A,4
170E5EDC8024,3
1712A40F635E,3
171E655CC8F1,3
17249776EA6D,4
172A3013AF1B,5
172DCAD4E21A,4
172F67E7FBBC,3
1734511166A2,4
173C9B92AEB0,3
173DB7DA3CE3,4
17643FC4CA90,4
176FA6CB13C6,5
1777FB4DAD97,5
177CE5335966,4
1780FCAA0B8A,4
17840D290E28,3
179E672AB25B,3
179F54C0EE22,4
17A4A5CB6DCE,4
17A4F48BD589,4
17A50BE2FA1C,2
17AA836BF229,4
17B15F103D26,4
17C7C1CAF7E8,3
17C80F3C80B3,3
17D10719473B,4
17D2212B02FC,4
17D59A9E37E1,4
17D80502253D,3
17DC48A9BF65,4
17DDD76F2023,3
17E0D40B3CB8,3
17E2B6FC3FEE,5
17F0C18337EA,4
17F339479482,4
17F7000992D7,3
17FE6E535BC3,4
180159E53733,4
180B47FDF4C2,4
180CC35C87D9,3
1830EFB03CF9,4
18322782389D,4
183FB472C06E,3
18409261F5C2,4
184212E8F6CB,4
184218DDCD92,4
1842B5E46878,3
1844936308C0,4
1853B94F3ED9,4
18554EA0420F,4
185B843FA452,4
185E32754366,4
1871E7C9919E,4
18854B42A655,4
18860D492AB7,3
18925C953322,4
18A2E82D5F05,5
18A38B04783D,3
18A77D3DD491,5
18A9E56DA884,4
18AF1F41C208,3
18B491F739EE,4
18BE93994E21,4
18BF6A6DF1A2,3
18C4625AD025,3
18CF13F4818D,4
18D33D605574,3
18D47A791678,3
18DD6D2A09F2,4
18DEE198FBE2,3
18EA3BD58A42,4
18EDFBD73F06,4
18F28119181E,3
18FBB0E38C68,3
18FCCD9CAC40,3
18FDF183D4D1,4
1906F877011D,4
190A7CF741CE,3
19157F773204,4
191D76BCC101,4
1926EA0A1D87,3
1927C4B37295,4
192A27F0608C,3
195719C5F1CD,3
1957F0D79C24,4
195EF688A6FB,3
19668E0A6B97,4
19692639977E,3
196B4ED6FA4F,4
196E73AAF08F,4
197A2E0615B2,4
197CEA0EF269,4
197FF5255963,4
1988A2DCF0CB,4
198ECA5E2E5A,4
199246A25EFF,3
199656C3699E,4
199980ADEC34,4
19A01FCD9C30,4
19A9B6881B50,4
19B5612E4AC4,3
19BAEA71834C,4
19BB34EEB248,5
19BE60654AFE,3
19BE726697A9,4
19C571180C49,4
19CC3C000C6C,4
19D014A29353,3
19D02F757F74,4
19D04291B198,4
19E44CA7DF5A,4
19E57B0657A6,4
19E9A735673D,3
19EF33B3D3C7,4
19FDE7E48C74,5
1A04C4505577,4
1A067085A035,4
1A068661D19E,4
1A0AD9EDC773,3
1A0E4BA7410D,3
1A14F52C0C72,4
1A1F158C0D82,5
1A243FC51E59,4
1A2699103F72,4
1A2E1741BF9F,4
1A31F3084DC0,4
1A34410E8209,3
1A3C21FDBDCB,4
1A3C75CD285A,3
1A3F808C7AD9,4
1A425C27196E,3
1A495E1C7906,4
1A569C9C492E,3
1A5894AF1B58,4
1A58E2543D00,5
1A5CC8CE870F,4
1A88DC345340,4
1A96C4AC477B,3
1A9B74784B92,4
1AA55FB101FD,3
1AA901C2E32E,4
1AAA0FA599F9,4
1AABCEE311CE,4
1AABFCFD715A,4
1AB8B1ABEA17,3
1AD208F3F94A,4
1AD236405FBA,3
1AD65D131BE6,5
1AD9FF75F9ED,4
1AE24A0A5097,3
1AE4FE93159C,4
1AEB326AE57A,5
1AFDA30737C0,3
1B061D85405F,4
1B069ADEF513,4
1B0AA9A7628F,4
1B127A370E2A,4
1B13689BCDF1,4
1B17CB43C47D,4
1B2083B9F74C,4
1B267567985A,4
1B293B50B28E,4
1B2BB2B6DE45,4
1B2E72AE87B6,4
1B3701EE4951,4
1B3BC0D7C62C,4
1B46E32DAA7F,3
1B4B715EAC9A,4
1B5012856219,5
1B52BB98FACA,3
1B5312BB32B3,3
1B622A28EDD9,4
1B65222659D1,3
1B682BC69828,4
1B6D51980EDE,5
1B76E1F1267C,4
1B7A049ADE47,4
1B7DB4CB6B2F,4
1B87EDD72ED2,4
1B8F4DDB120A,3
1BA120ABF733,3
1BA91BC3D89A,4
1BAE4E235915,3
1BB1E58F694A,3
1BB2EB85C41C,4
1BB9080C5E67,4
1BBCEF0C1832,3
1BC6B0614AD2,5
1BC811EC52DD,4
1BCF061FF0FF,3
1BD5E6B368B8,4
1BDD5C33D152,3
1BDDA880A886,4
1BE638E9C951,3
1BF239A971C9,4
1BF52A5CA35D,4
1BF9AA238FCE,4
1BF9FD62E30B,5
1BFF05FC5A72,4
1C03DC666CB4,3
1C088E6CD17E,5
1C125837DEEB,4
1C13CBFCF87F,4
1C1B1DA16C45,4
1C22B0A7AAB8,4
1C29F0363194,5
1C32F25C46EE,3
1C3B06789FCB,4
1C53CA9C2F0C,4
1C53D136E6EB,4
1C554F1D9D75,4
1C58F2AF08B4,4
1C592378CBD1,4
1C596BFDD837,5
1C5AB511BF86,3
1C6A490C7CAA,4
1C6AD56843C8,3
1C6B45AF8116,3
1C6B5FFBD027,3
1C715455970B,4
1C7D1F04503D,4
1C7E0D499FBB,4
1C8564154C20,2
1C899F124FEB,4
1C8C28FBE64E,4
1C8F6219CF27,4
1C913AB5444E,4
1C961BCC0E95,3
1C9A50A60FB6,4
1C9ADFB81C4D,5
1C9E388C17B8,4
1C9F99DCD7E1,4
1CA7B8FAA58E,4
1CAC3BAE4A39,4
1CAEAE4A474A,4
1CB3534B82E9,4
1CCC679F54A2,4
1CCEB6CD629D,4
1CCEDB8144D5,4
1CD91E790D98,4
