comment_id,article_id
246070,41669
246085,41298
246095,41708
246096,41590
246101,41629
246113,41547
246127,41717
246138,41471
246165,41762
246182,41472
246200,41764
246201,41761
246222,41835
246226,41558
246232,41870
246245,41878
246257,41593
246281,41862
246324,41573
246362,41980
246374,41915
246399,42050
246433,41860
246691,41842
246707,42105
246720,26524
246724,42014
246760,42117
246785,41336
246827,42187
246842,42049
246864,42103
246875,42130
246927,42106
246964,42188
246966,42248
247012,42293
247039,42392
247046,42380
247050,41846
247075,26274
247099,42472
247135,42363
247151,42418
247155,41949
247163,42478
247173,42249
247175,42447
247181,41861
247195,42482
247201,42425
247231,42535
247269,42555
247273,42619
247277,39360
247279,42650
247339,41709
247373,42205
247379,42728
247389,42531
247391,42720
247396,42708
247436,42621
247441,42620
247461,42748
247474,42623
247513,42251
247535,42534
247557,27006
247558,42741
247592,42880
247599,42723
247613,42358
247614,42892
247673,42684
247708,41857
247731,42876
247737,42969
247744,42942
247771,42823
247794,42927
247804,43051
247829,43116
247839,43115
247859,42879
247863,40622
247891,43157
247910,42929
247938,43155
247946,43056
247955,43237
247972,43171
247988,43167
248017,43114
248035,43166
248089,43233
248093,43192
248132,43315
248155,43283
248166,43165
248167,43263
248188,43350
248213,43342
248223,43336
248228,43337
248232,43256
248243,43409
248247,43276
248255,43340
248274,43323
248299,43443
248309,43053
248316,43466
248340,43412
248342,43404
248373,43446
248381,43277
248387,43156
248392,43067
248421,43508
248448,42250
248450,43161
248458,43501
248483,43463
248501,43617
248520,43444
248522,43659
248547,43561
248548,43656
248592,43159
248641,43672
248656,43696
248680,43715
248689,43009
248714,43760
248715,43751
248716,43753
248754,43618
248766,43754
248799,43632
248800,26198
248805,43752
248817,43149
248859,43702
248898,43872
248905,43734
248907,43660
248916,43697
248920,43835
248946,43663
248950,43665
248962,43735
248976,26922
249005,43900
249018,43831
249042,43899
249076,43862
249085,44036
249108,43705
249115,27188
249121,44001
249144,43901
249147,44074
249169,44008
249203,43703
249226,44075
249261,43704
249263,44071
249266,44195
249278,44114
249282,43737
249314,44209
249342,43464
249347,44252
249351,44216
249387,44197
249388,44196
249400,43667
249427,44236
249447,44308
249476,44335
249487,44249
249505,44250
249516,37145
249523,44405
249549,44328
249551,44478
249562,43112
249569,44321
249592,44337
249608,44126
249610,44352
249632,44120
249662,44318
249674,44212
249678,44317
249694,43611
249727,45202
249735,44636
249755,44169
249784,44642
249810,44072
249818,44353
249820,43222
249827,45231
249854,45350
249858,45635
249873,45482
249882,45265
249895,45334
249921,45203
249937,45197
249983,44474
249996,45437
250015,44129
250017,45809
250070,44192
250075,46326
250170,44199
250192,46328
250257,45351
250290,46524
250330,45966
250341,46790
250355,46327
250359,31112
250399,46800
250420,45530
250448,41528
250452,46787
250458,44589
250467,46324
250471,45319
250492,45356
250494,46791
250503,26447
250526,47218
250535,47159
250542,46640
250582,46771
250583,46566
250586,47002
250606,47384
250674,47007
250721,47522
250722,26624
250734,47408
250775,47219
250776,46792
250875,47217
250907,47710
250919,47967
250921,47964
250978,47405
250984,47705
251001,47638
251007,47447
251022,47723
251047,48372
251048,47438
251052,48300
251055,48235
251116,48509
251133,48513
251144,48433
251154,47727
251173,48522
251184,48507
251204,48450
251207,48505
251220,48508
251229,48506
251246,48524
251248,48631
251255,48514
251311,47714
251348,48716
251351,42416
251362,44155
251367,44905
251369,48770
251374,47729
251396,48923
251401,48728
251429,48907
251437,48903
251467,47711
251468,48608
251469,49118
251546,49086
251568,49106
251575,48904
251829,49175
251866,47712
251907,49252
251933,45487
251961,47486
251976,49149
251983,49455
251987,49224
252014,49226
252022,49117
252042,49221
252048,49472
252105,49606
252200,49747
252221,49733
252255,49316
252541,49682
252546,49685
252552,49557
252562,49548
252612,49770
252633,49941
252663,49568
252668,49681
252669,26045
252726,49938
252737,50023
252765,49956
252824,50177
252828,50034
252845,49940
252873,50181
252876,50154
252905,50030
252972,50172
252982,50175
253015,49680
253035,50218
253070,49114
253073,47560
253077,50180
253101,50425
253130,50424
253169,50197
253187,50009
253191,50050
253203,50558
253236,50421
253289,32530
253292,50012
253328,50571
253336,50543
253359,50567
253368,50029
253428,50591
253460,50317
253500,49735
253504,50579
253535,50692
253541,50648
253568,50908
253577,50695
253589,50700
253595,50964
253601,50616
253611,50297
253652,50694
253665,50999
253737,51067
253750,50801
253754,50867
253783,51082
253791,50986
253841,51186
253896,51188
253897,51185
253899,51036
253939,50982
253980,50170
253987,51137
253988,51175
253996,51169
254015,50685
254022,50755
254054,51311
254104,51323
254148,51416
254165,50691
254210,51192
254216,51310
254229,51618
254262,51513
254275,50032
254283,51312
254287,51624
254300,51634
254307,51610
254327,47381
254377,51138
254428,51633
254430,51178
254447,51619
254451,51617
254471,50025
254483,51876
254538,51743
254559,51627
254563,51877
254599,51883
254608,51842
254637,51959
254686,52104
254693,50998
254695,52102
254704,52103
254724,50328
254730,51932
254756,52124
254787,51874
254789,50174
254839,52006
254864,52072
254887,52274
254916,52287
254965,52325
254986,52296
254994,52106
255029,52273
255042,52271
255047,51782
255055,52493
255058,52454
255063,44208
255100,47594
255124,52456
255157,52589
255159,52037
255162,51620
255168,52270
255170,52428
255209,52626
255210,52792
255214,52793
255225,52384
255301,52796
255459,52879
255566,98272
255631,52391
255739,52222
255784,97854
255820,52898
255918,52805
255978,52877
255989,53093
256000,104157
256004,52833
256040,52598
256044,52867
256045,52904
256054,53068
256103,99022
256308,53145
256312,53086
256335,52361
256380,102100
256421,103512
256443,53033
256451,52882
256487,52791
256504,53129
256518,53186
256549,53112
256558,53239
256564,53094
256608,98132
256626,52947
256759,53248
256775,52448
256783,53290
256866,98577
256880,53150
256894,53134
256992,53275
257039,53188
257133,53371
257196,53378
257322,52902
257351,103824
257389,53414
257396,52976
257429,49820
257438,53385
257558,51794
257639,53522
257677,26482
257734,53439
257802,53252
257810,53031
257825,53533
257831,53005
257858,53535
257872,53407
257878,97903
257888,53525
257920,101932
257969,104442
258056,98445
258072,53084
258093,98353
258139,53718
258191,104844
258194,53480
258195,52573
258212,53689
258230,53541
258242,53602
258249,53813
258282,53830
258293,53778
258296,53752
258373,53554
258384,53795
258395,52551
258413,53652
258442,53493
258497,53185
258543,53697
258575,53659
258601,53854
258642,53333
258692,98013
258704,97762
258735,99348
258764,53607
258835,53845
258901,53945
258916,53857
258918,101649
259041,97575
259158,53916
259179,99152
259217,53751
259245,53947
259246,97443
259261,53835
259337,97697
259341,53961
259381,53826
259440,53523
259478,98504
259575,97379
259588,54109
259647,100583
259710,54101
259727,54063
259845,53877
259853,54136
259865,103912
259868,53971
259876,103047
259900,100029
260029,97791
260032,54229
260064,105333
260077,105087
260162,54177
260183,53958
260191,54217
260221,54193
260229,54218
260388,54226
260391,54232
260520,98647
260720,53765
260722,52521
260807,53732
260929,53420
260966,54216
260992,54222
261000,54225
261004,53882
261041,54088
261071,53758
261098,97677
261145,98333
261170,53842
261175,54452
261199,53871
261206,52847
261254,102649
261290,54455
261322,53844
261331,54335
261348,97978
261350,54342
261379,54421
261405,54337
261407,97664
261431,97561
261433,54373
261476,100384
261483,102314
261496,54476
261503,54389
261511,54554
261549,54258
261598,53694
261672,54616
261693,54635
261697,53899
261702,53515
261705,54311
261718,53471
261719,54561
261837,54602
261850,54565
261877,105109
261906,100495
261989,97969
262005,54450
262018,105713
262093,54645
262119,97693
262128,54757
262133,105131
262191,98665
262214,54594
262234,54761
262249,54612
262424,54628
262486,54669
262496,54489
262543,52852
262571,54578
262588,54518
262633,54838
262644,54610
262647,54530
262690,105524
262716,98235
262747,54614
262758,97794
262799,54386
262828,54557
262848,103701
262860,54569
262885,54890
262946,53889
262953,53095
263004,106158
263014,54581
263068,54760
263103,54758
263147,54810
263176,54878
263209,54951
263225,54950
263258,54947
263270,55086
263276,54817
263315,54615
263324,101436
263429,50627
263438,104367
263472,55138
263545,101830
263600,55162
263675,53695
263738,55015
263784,54980
263822,102484
263872,55246
263904,48354
263948,55301
264011,55274
264021,103676
264043,54880
264044,54979
264085,55048
264094,55323
264122,55088
264157,55166
264205,52535
264239,55163
264246,98548
264280,101952
264298,55435
264306,54625
264324,55417
264331,55419
264358,98362
264478,103595
264525,55353
264557,98107
264585,55476
264606,104483
264672,105389
264690,55396
264773,99066
264813,55164
264814,55548
264833,55583
264915,55415
264954,55078
265070,97657
265096,55537
265171,55498
265227,99358
265257,55601
265322,55739
265342,55729
265381,98220
265400,55639
265401,55523
265441,55706
265456,55726
265530,54687
265551,55469
265588,104064
265602,55500
265622,55378
265672,104300
265695,55809
265779,54973
265794,55918
265796,55806
265939,55508
266017,55881
266057,55677
266092,55914
266096,99495
266128,104002
266147,55718
266167,97480
266181,55932
266221,55862
266275,100433
266309,101059
266316,55689
266364,55887
266383,100100
266451,55448
266568,98240
266581,55842
266593,97821
266601,44475
266610,55727
266643,55238
266670,98402
266672,55636
266778,103579
266779,99142
266812,100707
266833,56059
266856,56141
266877,56095
267024,55785
267081,104526
267092,56271
267104,56156
267112,105360
267138,56124
267214,56169
267218,56117
267232,56325
267256,56129
267262,97945
267275,56039
267277,56270
267278,55433
267408,56114
267476,99660
267492,56268
267514,99325
267520,56291
267618,102336
267727,56282
267790,102939
267814,97665
267845,56109
267890,56433
267930,97313
267939,56412
267952,98615
267978,104680
268079,99694
268087,56173
268136,56110
268171,56452
268188,56214
268234,56212
268244,97910
268313,56443
268320,101675
268428,56475
268466,56391
268472,56491
268528,56478
268566,56575
268579,104420
268647,56477
268671,106453
268690,56191
268749,56587
268764,56210
268845,56497
268855,104433
268874,56580
268915,56225
268924,56071
268927,102942
268944,56508
268961,99846
268978,98558
269019,56495
269043,56558
269044,56662
269054,56666
269062,56233
269091,56717
269092,104105
269097,52219
269122,106143
269174,100986
269197,99960
269232,56668
269258,56244
269266,56243
269305,106400
269324,56764
269345,101448
269357,103558
269487,56839
269504,56765
269588,106387
269725,100241
269747,56680
269772,104703
269822,56692
269880,103005
269888,56245
269943,56933
270023,55997
270030,56000
270053,56760
270054,98529
270064,100509
270078,56990
270128,55679
270144,56987
270183,56929
270195,56766
270307,98302
270311,56898
270362,55035
270369,99415
270373,50035
270437,57050
270474,56846
270507,57072
270513,106292
270527,57097
270528,56193
270547,57044
270666,98501
270713,105173
270725,100916
270789,57131
270819,56663
270833,57086
270835,101594
270884,102905
270888,97368
270912,98162
270937,97583
270975,56890
270996,57171
271032,104000
271043,56961
271063,103893
271120,57145
271143,57099
271191,57118
271226,98331
271229,57090
271252,57336
271272,57176
271282,106177
271310,57155
271335,57256
271341,101364
271386,57318
271419,57191
271434,57211
271520,57334
271533,56085
271546,57247
271621,57268
271630,57241
271679,105309
271713,57369
271715,57125
271722,57251
271737,98869
271740,98204
271840,26541
271855,99762
271874,57410
271924,57230
272009,57245
272028,104872
272044,57502
272118,57517
272152,57392
272161,57149
272179,57429
272209,57319
272235,57290
272256,57151
272262,101459
272297,101782
272313,57551
272450,57139
272506,57193
272552,57625
272566,57246
272590,57589
272595,102801
272611,57320
272620,57407
272674,97871
272773,57432
272793,98682
272794,57572
272802,106192
272807,57606
272847,57560
272879,103376
272888,57615
272905,57424
272907,98099
273019,57709
273022,57683
273088,57607
273136,57264
273140,98266
273194,100472
273255,98008
273266,97494
273294,57614
273310,57770
273348,57621
273536,57750
273537,57715
273596,101354
273630,57708
273648,57766
273756,57800
273807,57889
273837,57735
273848,56302
273891,57867
273897,57906
274057,57544
274072,57871
274083,57891
274140,57366
274170,57880
274193,30619
274204,57975
274251,57796
274263,57370
274370,98956
274378,99329
274394,102353
274473,99780
274486,57869
274525,97545
274547,45364
274550,103027
274635,57532
274654,98289
274665,99795
274680,57795
274740,57974
274750,57870
274806,105143
274829,103277
274836,57827
274849,99110
274855,104088
274928,97972
274986,58148
275073,57806
275101,57409
275135,58096
275159,58155
275181,57936
275196,100089
275253,98285
275334,58051
275373,58065
275413,58154
275427,58012
275432,58177
275473,58175
275489,58109
275496,104517
275533,58170
275537,58147
275545,58176
275624,53767
275691,57522
275693,57991
275718,58047
275781,58183
275797,58117
275844,103925
275893,58123
275941,58089
275991,57780
276114,98476
276120,57785
276160,57950
276179,58049
276191,25876
276226,101712
276248,58368
276293,57723
276390,58106
276399,58056
276430,58366
276439,100864
276494,58391
276557,58289
276567,58145
276615,57816
276635,57953
276683,99061
276693,58387
276700,58405
276764,56856
276786,98245
276792,58124
276806,57721
276840,99165
276866,99920
276875,98405
276943,100659
276954,58354
277033,58499
277041,58388
277056,98787
277079,58132
277108,58284
277136,97694
277168,100308
277191,58144
277204,58094
277213,58583
277231,97598
277238,58472
277278,58567
277280,58446
277283,58545
277298,58565
277327,100760
277340,97784
277343,58514
277358,97390
277372,58098
277401,106087
277423,50151
277501,100447
277505,58006
277511,58111
277534,57778
277566,58568
277569,97842
277588,57364
277603,58585
277633,58671
277657,58150
277693,57209
277717,58710
277778,58697
277856,58566
277883,57541
277956,101998
277982,98079
278017,98234
278091,58151
278104,58818
278126,98207
278187,58809
278200,103415
278228,57371
278243,98902
278289,102409
278416,58849
278465,58863
278517,58810
278684,100232
278692,58152
278729,58811
278764,58812
278771,97323
278804,58771
278824,98626
278913,105060
278926,103766
279040,57486
279051,99823
279060,58703
279086,58986
279135,58830
279257,58934
279396,59001
279473,97938
279535,59075
279622,59064
279654,59036
279787,59041
279834,58685
279894,105244
279936,58982
280146,59069
280149,59140
280242,59216
280248,59207
280268,59081
280294,98872
280444,58788
280559,59228
280621,59159
280625,100405
280732,103088
280755,59277
280776,59008
280930,59330
280932,97830
281046,59114
281071,59006
281072,101925
281141,97584
281169,59087
281176,59267
281237,58935
281256,59292
281343,97288
281371,97513
281388,59083
281389,102317
281399,59381
281400,59385
281452,59255
281454,101505
281577,58955
281599,59453
281811,59005
281821,59007
281841,103469
281897,59334
281929,98621
281933,59059
281988,59218
281993,99079
281995,106368
282044,46693
282070,100484
282176,59000
282189,99006
282280,59527
282695,59264
282738,59457
282807,104303
282878,103914
282891,59460
283031,59329
283064,59568
283068,59322
283089,97962
283137,59534
283200,106274
283210,59572
283239,59614
283248,57513
283283,59665
283386,59532
283410,59624
283431,59589
283460,105945
283520,59197
283546,59387
283605,98697
283616,100324
283633,59133
283650,59138
283731,59545
283746,100837
283759,103758
283828,59705
283870,59195
283903,59569
283983,59574
284007,59467
284070,99446
284128,59797
284149,59253
284159,103058
284345,59833
284359,97916
284370,59824
284381,59804
284455,59073
284459,59578
284503,59831
284534,59818
284557,59767
284581,59716
284612,59884
284636,59811
284680,59418
284699,59827
284734,59701
284799,59886
284812,59947
284836,59790
284860,106397
284878,59866
284888,59378
284904,59991
284919,59990
284973,59957
285003,103490
285006,49935
285033,59992
285110,59966
285118,97206
285124,59890
285192,59908
285234,59823
285249,59911
285259,59861
285325,59974
285408,103610
285424,59875
285531,59252
285562,52970
285605,103544
285645,52441
285650,60008
285682,97700
285758,97585
285768,99980
285839,59825
285845,57286
285896,60148
285918,59931
285933,97607
285937,98032
286038,60160
286108,60162
286129,60107
286135,40269
286143,59883
286284,59917
286300,59936
286337,60087
286396,59889
286420,59118
286460,59922
286462,59834
286477,59855
286488,98707
286503,60173
286547,60163
286632,98464
286655,98314
286670,59389
286681,59964
286712,102665
286728,60108
286743,103568
286752,97343
286786,60086
286802,60167
286805,98801
286814,100055
286977,60339
286983,59970
286986,98711
287010,104104
287048,60283
287080,104724
287143,60225
287160,60362
287206,97389
287232,102051
287274,59887
287385,98876
287400,98842
287485,59865
287491,60364
287506,97252
287510,60492
287636,60608
287651,103199
287718,99166
287720,97986
287847,98794
287849,60574
287941,106011
287954,59973
288051,102181
288092,60352
288124,60605
288134,60562
288157,102837
288214,97823
288221,100188
288253,60666
288275,60488
288328,97683
288458,60572
288523,60490
288604,60612
288648,100532
288667,99139
288672,57388
288745,59194
288843,101461
288913,60814
288929,60673
288962,105021
289055,60541
289076,60663
289128,60811
289196,101947
289203,60665
289220,60840
289229,60751
289291,97790
289312,60604
289409,98662
289428,61617
289454,60815
289459,61261
289462,60262
289491,60763
289511,60710
289515,61058
289588,105454
289598,60834
289615,61615
289672,60808
289678,62022
289714,100735
289717,103951
289727,104448
289739,97339
289769,61701
289794,60813
289902,97327
289925,59779
289939,61175
289986,103860
290026,53002
290055,104894
290131,60844
290170,97667
290178,62730
290193,97966
290199,97663
290222,61702
290237,62010
290248,61703
290318,62011
290340,63049
290370,105036
290399,99339
290459,98094
290487,62896
290488,62286
290586,97974
290610,104854
290630,63094
290697,61651
290725,63114
290731,102279
290752,62996
290765,62682
290780,59679
290790,63016
290792,62223
290797,63145
290827,63095
290876,61037
290884,100886
290895,62043
290978,97405
290999,62280
291076,63126
291082,63244
291100,63196
291116,97661
291136,63125
291203,104820
291210,97973
291240,101866
291296,97655
291339,97858
291366,62992
291375,98221
291376,63434
291387,61673
291414,63489
291466,63417
291523,63429
291568,60810
291605,63652
291616,63757
291644,103153
291668,63748
291672,63691
291684,98087
291697,63439
291709,97855
291710,63436
291717,63389
291738,106106
291777,63624
291792,63335
291870,63754
291872,105027
291875,97532
291876,102899
291883,62257
291919,63320
291921,63249
291960,63689
291967,63352
292075,103745
292121,64068
292155,64259
292161,64141
292211,64026
292218,64113
292227,64235
292307,63688
292322,97503
292371,64134
292373,103416
292598,64266
292601,64579
292641,64261
292648,63554
292713,64578
292758,64122
292767,101770
292868,64431
292872,64644
292886,97735
292893,63207
292948,63419
292986,63418
293010,64604
293044,103762
293119,106111
293142,64273
293168,62986
293177,98453
293256,97473
293293,99770
293311,65519
293320,65462
293322,65258
293326,65516
293343,65541
293353,98712
293369,65463
293384,99764
293389,65466
293435,99593
293441,63538
293549,98108
293579,98603
293619,65464
293639,65088
293681,97413
293690,65847
293800,64429
293827,64081
293848,65510
293860,65993
293874,102394
293882,98252
293918,63307
293965,64424
293969,66040
293994,97240
294081,64272
294146,64262
294160,65786
294169,97227
294170,98374
294185,103811
294188,100920
294202,97445
294206,64072
294228,66143
294236,98237
294242,105523
294248,98552
294273,64177
294280,63042
294288,65220
294323,65875
294328,66024
294345,97756
294378,66466
294437,66750
294472,102010
294547,67456
294617,97712
294651,66736
294678,64616
294718,100529
294745,67421
294752,98004
294770,60614
294787,97742
294799,67044
294861,67654
294869,66737
294904,66473
294927,68275
294954,67974
294995,67632
295025,67649
295057,68214
295058,67610
295091,67050
295116,67934
295285,98140
295295,68263
295353,60613
295361,99140
295412,97901
295441,68572
295454,98260
295509,98718
295537,68930
295555,68893
295605,68915
295614,68902
295617,99084
295631,67675
295687,104158
295705,66884
295710,68679
295740,103121
295768,98913
295801,97570
295824,97686
295916,69408
295986,99699
295995,69252
296039,68264
296077,69250
296100,66517
296138,64195
296142,69183
296156,69057
296233,68892
296318,69381
296341,66637
296352,104449
296422,67780
296447,106410
296533,97556
296536,69605
296567,105417
296595,68887
296606,100612
296643,98134
296733,68217
296735,68992
296747,98723
296765,69798
296775,70077
296792,69242
296885,98664
296895,103888
296928,105432
296943,102993
296995,68086
297003,67029
297124,99107
297152,101620
297161,97656
297202,69630
297300,70957
297433,69035
297529,70914
297553,69822
297554,60978
297560,71614
297581,69792
297648,71707
297728,69056
297747,106020
297754,100950
297759,69951
297763,102974
297787,99017
297812,71785
297872,71743
297905,69828
297935,71695
298021,71861
298024,69320
298048,71845
298090,104929
298154,99218
298159,97649
298170,71699
298175,71867
298222,69802
298270,70911
298281,103239
298322,71885
298334,71776
298347,71870
298373,99792
298389,71834
298477,71927
298485,105002
298492,98085
298496,69040
298518,72142
298586,104283
298627,71851
298631,71831
298669,97815
298671,72175
298838,72193
298847,69042
298893,98489
298894,72227
299019,102471
299028,72267
299058,72198
299078,72306
299095,71733
299100,68740
299111,72224
299113,69380
299138,106327
299181,71821
299197,72234
299242,69084
299256,72388
299294,97919
299333,99326
299459,72241
299497,72334
299510,72446
299586,71862
299592,97219
299614,72338
299670,72407
299694,72556
299703,72217
299754,72331
299773,106372
299790,72281
299862,72444
299888,72443
299889,99738
299918,72677
299933,72254
299999,72654
300037,72692
300188,72680
300190,72676
300272,72743
300280,72735
300290,72758
300386,97660
300445,72749
300476,72732
300477,71670
300489,72344
300500,72225
300506,69044
300510,72772
300547,72336
300561,69227
300566,72172
300572,72734
300622,72756
300672,72931
300685,71901
300748,100104
300798,98557
300805,106041
300820,97461
300921,97755
300943,98687
300950,100500
300980,104115
300989,100244
301007,71826
301029,72265
301067,72167
301082,73012
301107,73081
301112,60797
301132,101192
301162,72300
301170,72738
301198,72750
301211,72359
301223,97777
301259,103437
301264,72917
301321,100644
301361,97308
301403,102922
301410,73250
301422,73271
301436,72658
301439,37415
301451,61976
301470,71784
301486,73306
301494,72455
301676,60094
301738,67536
301745,97758
301779,73066
301797,98189
301809,73225
301867,69564
301901,104655
301910,97948
301998,69045
302001,73224
302024,73314
302030,73386
302055,57233
302061,73308
302069,73312
302079,63272
302132,73257
302143,97452
302152,73370
302227,99244
302329,73397
302341,72352
302356,73405
302367,73501
302396,103825
302407,73499
302418,98136
302421,73522
302449,73394
302626,69861
302664,73555
302723,101294
302730,73524
302753,73354
302766,73247
302811,73503
302828,73360
302880,26012
303000,73624
303117,97260
303155,73576
303220,73677
303294,73551
303319,97989
303337,100418
303366,73649
303391,73313
303404,73507
303425,73731
303468,73260
303507,73606
303561,73733
303588,105605
303613,98290
303655,73300
303673,73516
303691,73633
303703,106437
303705,71819
303744,73546
303771,73569
303851,73520
303860,97403
303861,106362
303930,106393
303950,73738
303971,97454
303981,73547
304006,72189
304060,73776
304074,97490
304083,73763
304153,73344
304216,105010
304261,98538
304274,73810
304300,73806
304312,97772
304330,73589
304337,73807
304413,73631
304447,100645
304450,98770
304509,73938
304564,73837
304597,73876
304680,73939
304693,73804
304707,73610
304717,73933
304739,73604
304778,97682
304779,97311
304782,73725
304807,74007
304809,99031
304910,73514
304918,73567
305168,74041
305196,73969
305209,74030
305296,74038
305320,73794
305378,100561
305502,74067
305526,74066
305535,26433
305539,73941
305579,74077
305629,98202
305641,73832
305679,98556
305726,97417
305738,98155
305752,73808
305771,74168
305780,74043
305801,74040
305827,74114
305871,97653
305929,97321
305950,74051
306010,74080
306024,73843
306033,74150
306170,73598
306178,74210
306182,73869
306191,103978
306289,74033
306343,97659
306384,74212
306445,74211
306492,97634
306504,99884
306592,97685
306598,73908
306772,97471
306923,99273
306931,74209
306942,74146
306992,74325
306996,74225
306999,97895
307016,74321
307023,74292
307033,72753
307039,74352
307058,74393
307066,74234
307105,74006
307107,104281
307145,73675
307155,74253
307182,102295
307195,74464
307215,74367
307358,74269
307376,72739
307454,100577
307472,98404
307494,74407
307544,98112
307562,97220
307565,74092
307607,74320
307632,74273
307657,74236
307702,74528
307738,74615
307790,97524
307805,74597
307809,74326
307850,73815
307890,74577
308008,74307
308017,74514
308035,74572
308072,97291
308223,97768
308228,102278
308274,74720
308290,97485
308312,74318
308335,97678
308352,98575
308365,97592
308403,97496
308435,74348
308503,74751
308517,97671
308640,74725
308709,97888
308717,74817
308803,74722
308806,97633
308815,74117
308880,100917
308931,74255
308974,74821
309051,98427
309054,98775
309106,74871
309118,73723
309139,74819
309148,100996
309154,74820
309177,74961
309212,74862
309226,97764
309285,75008
309334,75047
309374,103720
309389,74998
309443,99651
309456,74914
309467,74463
309528,73812
309637,74127
309641,75061
309654,75025
309661,75003
309743,75052
309760,74902
309762,74992
309777,97923
309807,97952
309820,103288
309829,75078
309859,100303
309924,75045
309944,97648
310077,75244
310132,74876
310167,75234
310231,74945
310240,75285
310277,74322
310299,73730
310304,75453
310320,75036
310435,75270
310480,97970
310491,97640
310506,97334
310508,75500
310593,74534
310596,97944
310662,75514
310705,75269
310732,97187
310741,97879
310769,75265
310778,104256
310798,100512
310799,75479
310820,75518
310850,98351
310862,75097
310964,97642
310979,104467
311018,97217
311041,105949
311060,97646
311131,69872
311145,75747
311199,75512
311219,97927
311232,75669
311247,75517
311255,99911
311259,75625
311274,75626
311312,75470
311387,75425
311397,97778
311468,75897
311485,75886
311531,75624
311547,97673
311625,75908
311657,97900
311669,75737
311719,100358
311793,75715
311811,75975
311935,75904
311959,75887
311976,75847
312012,105057
312023,97324
312039,97641
312040,98486
312059,76087
312126,75923
312132,99136
312134,104617
312155,75415
312188,76106
312217,97765
312225,101214
312285,75740
312332,75974
312359,76107
312370,97698
312418,98620
312422,98657
312432,76079
312446,76159
312554,97936
312555,99144
312578,75888
312621,97718
312646,76066
